papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y,setor,valor_de_mercado,empresa,dt_ultima_cot
CORR4,82.0,0.27,0.41,5.701,0.0,0.118,0.2,-0.54,2.84,2.87,2.91,-10.576600000000001,21.4114,-0.8543999999999999,1.5284,4.25,0.0,4665000.0,0.0,-0.42090000000000005,Exploração de Imóveis,1898550,CORREA RIBEIRO SA COM. IND. PN,2021-02-11
CPFE3,33.6,7.08,2.02,0.96,0.08199999999999999,0.523,-304.87,3.45,-1.01,5.6,4.78,0.2785,0.1362,0.1686,0.2853,0.99,47446600.0,19176400000.0,1.47,0.08070000000000001,Energia Elétrica,38715700000,CPFL ENERGIA S.A. ON,2024-08-21
CPFG3,12.65,1.99,0.73,0.457,0.0,0.155,-1.08,0.76,-0.33,0.92,0.71,0.601,0.3666,0.21960000000000002,0.36719999999999997,0.47,0.0,3140310000.0,0.43,0.1388,Energia Elétrica,2299630000,CPFL GERAÇÂO DE ENERGIA S/A ON,2005-07-29
CPFG4,12.26,1.93,0.71,0.442,0.0,0.15,-1.05,0.74,-0.32,0.89,0.69,0.601,0.3666,0.21960000000000002,0.36719999999999997,0.47,0.0,3140310000.0,0.43,0.1388,Energia Elétrica,2228730000,CPFL GERAÇÂO DE ENERGIA S/A PN,2005-07-29
CPFP4,44.0,4.58,3.63,0.403,0.0,0.307,-3.86,2.11,-0.46,5.59,4.89,0.1906,0.08800000000000001,0.16329999999999997,0.7927,0.76,0.0,643940000.0,6.33,0.0768,Energia Elétrica,2336260000,CPFL - PIRATININGA PN,2006-01-02
CPLE11,50.12,12.9,1.21,1.392,0.032799999999999996,0.528,5.33,8.12,-1.86,10.64,7.72,0.1714,0.11130000000000001,0.0782,0.09359999999999999,1.57,0.0,24758300000.0,0.67,0.050499999999999996,Energia Elétrica,29899700000,COPEL UNT,2023-12-22
CPLE3,9.55,12.29,1.15,1.326,0.0362,0.503,5.08,7.74,-1.77,10.25,7.44,0.1714,0.11130000000000001,0.0782,0.09359999999999999,1.57,48447900.0,24758300000.0,0.67,0.050499999999999996,Energia Elétrica,28485800000,COPEL ON,2024-08-21
CPLE5,13.26,17.06,1.6,1.841,0.0362,0.699,7.05,10.74,-2.46,13.26,9.62,0.1714,0.11130000000000001,0.0782,0.09359999999999999,1.57,3173.79,24758300000.0,0.67,0.050499999999999996,Energia Elétrica,39552100000,COPEL PNA,2024-08-21
CPLE6,10.65,13.71,1.28,1.479,0.035699999999999996,0.561,5.66,8.63,-1.98,11.14,8.09,0.1714,0.11130000000000001,0.0782,0.09359999999999999,1.57,115951000.0,24758300000.0,0.67,0.050499999999999996,Energia Elétrica,31766900000,COPEL PNB,2024-08-21
CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.021099999999999997,0.0548,-0.038599999999999995,2.26,0.0,398830000.0,2.33,0.201,Construção Civil,169214000,COMPANY S/A ON,2008-11-26
CPRE3,18.23,8.24,2.6,3.021,0.0,0.988,-7.24,5.16,-1.99,5.4,4.33,0.5859000000000001,0.3728,0.20440000000000003,0.3153,0.46,0.0,4167800000.0,0.25,0.16260000000000002,Energia Elétrica,10824700000,CPFL RENOVAV ON NM,2020-07-02
CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,0.5715,0.4082,1.89,0.0,1634730000.0,0.17,0.16210000000000002,,5711250000,COPESUL ON,2007-10-17
CRBM3,90.0,-28.95,3.26,1.498,0.0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158,,2700810000,CARAÍBA METAIS S.A ON,2007-02-23
CRBM7,60.0,-19.3,2.18,0.999,0.0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158,,1800540000,CARAÍBA METAIS S.A PNC,2008-04-07
CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027,Medicamentos e Outros Produtos,465117000,CREMER S.A. ON,2018-10-24
CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027,Medicamentos e Outros Produtos,1539700,CREMER S.A. PN,2004-05-07
CRFB3,9.15,-301.42,0.98,0.171,0.0,0.211,-9.47,4.73,-0.71,8.55,5.86,0.0363,0.0014000000000000002,0.0601,-0.0033,0.95,80784200.0,19620000000.0,1.21,0.1646,Comércio e Distribuição,19290900000,CARREFOUR BR ON NM,2024-08-21
CRIV3,6.98,39.11,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,1058750000.0,0.0,-0.001,Intermediários Financeiros,718542000,ALFA FINANCEIRA ON,2024-03-25
CRIV4,6.74,37.77,0.66,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,1058750000.0,0.0,-0.001,Intermediários Financeiros,693836000,ALFA FINANCEIRA PN,2024-03-27
CRPG3,33.8,-8.93,1.73,1.786,0.008199999999999999,1.168,1.96,-13.65,2.76,-11.95,-19.53,-0.1309,-0.2,-0.1082,-0.1937,4.92,0.0,566897000.0,0.01,-0.0208,Químicos,980842000,CRISTAL ON,2024-03-27
CRPG5,28.67,-7.58,1.47,1.515,0.0101,0.99,1.66,-11.58,2.34,-9.88,-16.14,-0.1309,-0.2,-0.1082,-0.1937,4.92,61276.4,566897000.0,0.01,-0.0208,Químicos,831975000,CRISTAL PNA,2024-08-21
CRPG6,28.82,-7.62,1.48,1.523,0.0097,0.996,1.67,-11.64,2.35,-9.94,-16.24,-0.1309,-0.2,-0.1082,-0.1937,4.92,10655.4,566897000.0,0.01,-0.0208,Químicos,836328000,CRISTAL PNB,2024-08-21
CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011,,2878810000,CELULAR CRT PARTICIPAÇÕES S/A ON,2006-03-30
CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011,,2066750000,CELULAR CRT PARTICIPAÇÕES S/A PNA,2006-03-30
CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,0.46799999999999997,0.8876000000000001,1.19,0.0,1877350000.0,0.63,0.0304,,42169900000,SOUZA CRUZ ON,2015-11-30
CSAB3,30.5,58.43,1.11,312.32,0.0,0.566,0.0,18.86,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0189,0.0,0.0,211654000.0,0.0,-0.1783,Previdência e Seguros,234240000,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA ON,2024-01-05
CSAB4,48.97,93.81,1.78,501.453,0.0,0.909,0.0,30.28,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0189,0.0,0.0,211654000.0,0.0,-0.1783,Previdência e Seguros,376090000,COMPANHIA DE SEGUROS ALIANÇA DA BAHIA PN,2023-12-28
CSAN3,13.93,9.92,1.31,0.644,0.0325,0.181,1.76,3.24,-0.42,9.65,5.46,0.1989,0.125,0.066,0.1325,1.79,123071000.0,19784300000.0,3.47,0.35840000000000005,"Petróleo, Gás e Biocombustíveis",26001300000,COSAN SA INDUSTRIA E COMERCIO ON,2024-08-21
CSED3,3.9,10.76,0.96,0.582,0.042199999999999994,0.294,21.26,3.48,-0.63,4.57,2.78,0.1671,0.0541,0.09939999999999999,0.0894,1.07,1839170.0,1478500000.0,0.73,0.10800000000000001,Diversos,1421720000,CRUZEIRO EDU ON NM,2024-08-21
CSMG3,23.13,5.99,1.15,1.142,0.156,0.614,34.98,4.09,-1.92,6.15,4.51,0.2796,0.19079999999999997,0.1603,0.1925,1.14,34365200.0,7632250000.0,0.65,0.09820000000000001,Água e Saneamento,8795250000,COPASA MG ON,2024-08-21
CSNA3,12.33,-23.56,1.16,0.374,0.1183,0.175,2.3,2.61,-0.36,8.03,5.11,0.1435,0.0055000000000000005,0.08960000000000001,-0.049400000000000006,1.29,72926000.0,14048400000.0,3.62,0.12300000000000001,Siderurgia e Metalurgia,16350700000,CSN ON,2024-08-21
CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115,,0,COSIPA ON,2005-03-30
CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115,,0,COSIPA PN,2005-04-05
CSRN3,13.3,4.03,1.35,0.616,0.2036,0.366,3.07,2.36,-0.79,4.89,4.12,0.2616,0.153,0.1825,0.3356,1.81,99043.1,1654000000.0,1.82,0.0891,Energia Elétrica,2235380000,COSERN ON,2024-08-21
CSRN5,15.0,4.54,1.52,0.695,0.1986,0.413,3.46,2.66,-0.9,5.19,4.38,0.2616,0.153,0.1825,0.3356,1.81,6886.42,1654000000.0,1.82,0.0891,Energia Elétrica,2521110000,COSERN PNA,2024-08-21
CSRN6,14.5,4.39,1.47,0.672,0.20550000000000002,0.399,3.34,2.57,-0.87,5.1,4.3,0.2616,0.153,0.1825,0.3356,1.81,8869.4,1654000000.0,1.82,0.0891,Energia Elétrica,2437070000,COSERN PNB,2024-08-21
CSTB3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191,,0,COMPANHIA SIDERÚRGICA DE TUBARÃO ON,2005-11-07
CSTB4,147.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191,,0,COMPANHIA SIDERÚRGICA DE TUBARÃO PN,2005-11-10
CSUD3,18.51,8.19,1.73,1.409,0.058499999999999996,1.164,25.61,6.19,-21.64,6.26,4.18,0.2275,0.172,0.2285,0.2116,1.2,791378.0,446257000.0,0.2,0.0521,Serviços Diversos,773718000,CSU DIGITAL ON,2024-08-21
CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,0.3899,0.2348,0.2463,0.2494,0.85,0.0,1486250000.0,0.67,0.1343,Serviços Financeiros Diversos,13017500000,CETIP ON NM,2017-03-29
CTKA3,20.0,2.46,-1.49,0.184,0.0,0.194,0.7,2.22,-0.45,9.66,7.22,0.08289999999999999,0.0748,0.1127,-0.6071,1.66,700.81,-83184000.0,-5.63,0.1902,"Tecidos, Vestuário e Calçados",124100000,KARSTEN ON,2024-08-15
CTKA4,18.5,2.27,-1.38,0.17,0.0,0.179,0.65,2.05,-0.41,9.49,7.09,0.08289999999999999,0.0748,0.1127,-0.6071,1.66,15169.0,-83184000.0,-5.63,0.1902,"Tecidos, Vestuário e Calçados",114792000,KARSTEN PN,2024-08-20
CTNM3,7.13,-0.46,0.91,0.182,0.0,0.066,-0.22,-0.54,-0.12,-3.27,-4.43,-0.3348,-0.7051999999999999,-0.14429999999999998,-1.972,0.49,239.67,240294000.0,5.43,-0.042,"Tecidos, Vestuário e Calçados",218435000,COTEMINAS ON,2024-08-13
CTNM4,0.86,-0.06,0.11,0.022,0.0,0.008,-0.03,-0.07,-0.01,-2.79,-3.78,-0.3348,-0.7051999999999999,-0.14429999999999998,-1.972,0.49,20743.4,240294000.0,5.43,-0.042,"Tecidos, Vestuário e Calçados",26347000,COTEMINAS PN,2024-08-15
CTPC3,0.2,76.36,1.08,0.0,0.0,0.097,0.0,-16.86,0.0,-18.75,-18.75,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061,Alimentos Processados,2596200,CTM CITRUS SA ON,2012-01-04
CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061,Alimentos Processados,84377,CTM CITRUS SA PN,2007-06-22
CTSA3,2.85,-1.61,0.34,0.736,0.0,0.125,1.54,-1.35,-0.38,-4.36,-5.37,-0.5435,-0.4569,-0.1065,-0.21359999999999998,1.37,34784.5,230512000.0,0.91,-0.24780000000000002,"Tecidos, Vestuário e Calçados",79301200,SANTANENSE ON,2024-08-21
CTSA4,1.35,-0.76,0.16,0.349,0.0,0.059,0.73,-0.64,-0.18,-3.65,-4.49,-0.5435,-0.4569,-0.1065,-0.21359999999999998,1.37,127722.0,230512000.0,0.91,-0.24780000000000002,"Tecidos, Vestuário e Calçados",37563800,SANTANENSE PN,2024-08-21
CTSA8,1.0,-0.57,0.12,0.258,0.0,0.044,0.54,-0.48,-0.13,-3.48,-4.28,-0.5435,-0.4569,-0.1065,-0.21359999999999998,1.37,0.0,230512000.0,0.91,-0.24780000000000002,"Tecidos, Vestuário e Calçados",27825000,SANTANENSE PND,2003-12-22
CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-0.0298,0.0325,-0.2186,5.8191,1.45,0.0,879000.0,5.52,0.049400000000000006,,49900000,BLUE TREE HOTELS ON,2003-01-21
CURY3,23.9,11.99,7.64,2.052,0.09140000000000001,1.751,4.57,9.04,-185.13,8.42,8.13,0.2271,0.17850000000000002,0.3379,0.6372,2.12,33714000.0,913453000.0,1.18,0.3188,Construção Civil,6975810000,CURY S/A ON NM,2024-08-21
CVCB3,2.3,-5.53,2.14,0.786,0.0,0.31,-7.32,6.81,-1.07,8.91,3.97,0.1155,-0.1421,0.0605,-0.3874,0.93,31938600.0,564120000.0,1.25,0.1563,Viagens e Lazer,1208860000,CVC BRASIL ON NM,2024-08-21
CXSE3,14.84,13.06,3.51,0.0,0.0907,3.25,109.82,-363.68,110.71,-356.45,-356.46,0.0,0.0,-0.0096,0.2685,1.4,38779100.0,12690400000.0,0.0,0.0,Previdência e Seguros,44520000000,CAIXA SEGURI ON NM,2024-08-21
CYRE3,22.22,7.54,1.05,1.313,0.04190000000000001,0.486,1.28,8.14,9.44,10.39,9.78,0.1612,0.19579999999999997,0.0717,0.1387,3.27,115780000.0,8498780000.0,0.62,0.1563,Construção Civil,8882290000,CYRELA BRAZIL REALTY PN,2024-08-21
CYRE4,8.5,2.88,0.4,0.502,0.0,0.186,0.49,3.12,3.61,5.36,5.05,0.1612,0.19579999999999997,0.0717,0.1387,3.27,0.0,8498780000.0,0.62,0.1563,Construção Civil,3397820000,CYRELA BRAZIL REALTY PN,2005-06-24
CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,0.053099999999999994,0.12359999999999999,1.58,0.0,5691680000.0,3.93,0.0788,,7912190000,Cosan Ltd DR3,2018-07-10
CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444,Intermediários Financeiros,0,Cruzeiro Sul ON N1,1899-12-30
CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444,Intermediários Financeiros,340450000,Cruzeiro Sul PN,2012-09-13
DAGB33,375.0,71.75,1.6,0.64,0.0,0.51,15.24,11.87,-1.27,19.35,30.65,0.053899999999999997,0.0167,0.0496,0.022400000000000003,1.17,0.0,12597300000.0,1.18,0.3208,Comércio,20201900000,DUFRY AG DR3,2018-10-15
DASA3,3.39,-2.56,0.36,0.173,0.0,0.091,0.72,2.63,-0.22,11.26,4.74,0.06559999999999999,-0.0664,0.0407,-0.1396,1.63,4341540.0,7150830000.0,1.59,0.29350000000000004,Serv.Méd.Hospit. Análises e Diagnósticos,2551990000,DIAGNOSTICOS DA AMERICA SA ON,2024-08-21
DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815,Intermediários Financeiros,0,Daycoval ON N1,1899-12-30
DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815,Intermediários Financeiros,2149030000,Daycoval PN N1,2016-08-23
DESK3,15.73,17.55,1.39,1.705,0.0027,0.566,-1923.08,5.32,-1.34,7.79,5.01,0.32049999999999995,0.11109999999999999,0.1199,0.0793,1.0,5478990.0,1305020000.0,0.87,0.40090000000000003,Telecomunicações,1817360000,DESKTOPSIGMA ON NM,2024-08-21
DEXP3,9.65,6.39,1.15,0.635,0.0455,0.707,1.51,7.27,2.68,6.25,5.16,0.0873,0.113,0.1534,0.1805,3.55,1053210.0,913786000.0,0.31,0.1834,Químicos,1054850000,DEXXOS PAR ON,2024-08-21
DEXP4,9.4,6.23,1.12,0.619,0.049400000000000006,0.689,1.47,7.09,2.61,6.07,5.0,0.0873,0.113,0.1534,0.1805,3.55,222012.0,913786000.0,0.31,0.1834,Químicos,1027520000,DEXXOS PAR PN,2024-08-21
DFVA3,9.9,-31.38,60.69,4.327,0.0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339,,71002800,D F VASCONCELLOS S/A O.M.A.P. ON,2007-02-02
DFVA4,8.0,-25.35,49.04,3.497,0.0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339,,57376000,D F VASCONCELLOS S/A O.M.A.P. PN,2007-02-14
DHBI3,19.0,-0.83,-0.17,0.869,0.0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002,Material de Transporte,79743000,DHB ON,2014-07-24
DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018,-0.01,-0.2,-0.01,-21.09,-51.1,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002,Material de Transporte,4238970,DHB PN,2015-12-30
DIRR3,29.12,10.87,2.24,1.867,0.0711,0.574,1.61,9.67,-2.43,9.67,8.6,0.1932,0.1991,0.0723,0.2064,3.76,53335500.0,2252490000.0,0.63,0.17309999999999998,Construção Civil,5052320000,Direcional Engenharia ON NM,2024-08-21
DJON4,0.18,-1.7,0.22,-0.956,0.0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,0.6737000000000001,0.5633,-0.1202,-0.1284,0.24,0.0,2702000.0,0.09,0.45189999999999997,,588780,DIJON S/A PN,2006-06-13
DMFN3,12.5,-7.79,1.14,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14679999999999999,0.0,810.47,675904000.0,0.0,0.0915,Intermediários Financeiros,772425000,DMFINANCEIRA ON,2024-07-12
DMMO3,1.76,-258.65,-1.72,2.854,0.0,3.346,11.9,6.37,-1.37,5.9,5.42,0.4481,-0.011000000000000001,0.7039,0.0066,2.25,0.0,-553275000.0,0.0,-0.17370000000000002,"Petróleo, Gás e Biocombustíveis",949254000,DOMMO ON,2023-01-06
DMVF3,7.57,14.17,0.43,0.201,0.0,0.232,5.62,11.61,-1.53,10.83,2.49,0.0173,0.014199999999999999,0.0252,0.030600000000000002,1.15,627994.0,882864000.0,0.03,0.2256,Comércio e Distribuição,383065000,D1000VFARMA ON NM,2024-08-21
DOCA3,11.0,-0.4,-0.03,-3.064,0.0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996,,12749500,DOCAS S.A. ON,2014-01-31
DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996,,5795220,DOCAS S.A. PN,2014-03-31
DOHL3,10.17,-117.24,1.11,1.311,0.0,0.791,1.77,-293.18,2.91,-317.68,54.77,-0.0045000000000000005,-0.011200000000000002,-0.003,-0.0095,4.88,70.95,691577000.0,0.17,0.0526,"Tecidos, Vestuário e Calçados",769310000,DOHLER ON,2024-07-02
DOHL4,4.2,-48.42,0.46,0.541,0.0,0.327,0.73,-121.08,1.2,-145.57,25.1,-0.0045000000000000005,-0.011200000000000002,-0.003,-0.0095,4.88,8577.05,691577000.0,0.17,0.0526,"Tecidos, Vestuário e Calçados",317709000,DOHLER PN,2024-08-21
DOTZ3,8.8,-2.74,-0.47,0.785,0.0,0.54,-0.59,-479.09,-0.3,-640.83,5.39,-0.0016,-0.2862,-0.0017000000000000001,0.17300000000000001,0.29,90250.8,-246174000.0,-0.32,0.0917,Diversos,116898000,DOTZ SA ON NM,2024-08-21
DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514,,2720000000,IPIRANGA DISTRIBUIDORA ON,2007-11-08
DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514,,1244800000,IPIRANGA DISTRIBUIDORA PN,2008-01-22
DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,0.3713,0.1602,0.4891,0.1725,3.5,0.0,236447000.0,0.01,0.3669,Programas e Serviços,230351000,DATASUL ON NM,2008-09-23
DTCY3,5.6,-13.93,-12.87,12.348,0.0,11.151,-29.07,-21.87,-7.91,-22.46,-47.73,-0.5646,-0.8867,-0.5913,0.9238,0.54,1374.42,-4845000.0,-0.46,-0.2398,Serviços Diversos,62333600,DTCOM ON,2024-08-21
DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio,0,DUFRY SOUTH AMERICA LTD. DR3,
DUQE3,28.0,-1.58,-11.29,12.103,0.0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005,Siderurgia e Metalurgia,78848000,METALURGICA DUQUE SA ON,2011-07-11
DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005,Siderurgia e Metalurgia,8307200,METALURGICA DUQUE SA PN,2014-12-19
DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094,Madeira e Papel,4041570000,DURATEX ON,2009-10-07
DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094,Madeira e Papel,3976960000,DURATEX PN,2009-10-07
DXCO3,8.11,12.28,1.01,0.87,0.0354,0.361,3.7,7.83,-1.04,13.7,5.57,0.11109999999999999,0.0731,0.0559,0.0824,1.51,24523600.0,6573960000.0,1.07,0.0943,Madeira e Papel,6654790000,DEXCO ON,2024-08-21
DXTG4,3.68,13.02,1.32,0.675,0.0,0.689,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,0.1231,0.10099999999999999,2.77,0.0,768999000.0,0.04,0.083,,1011300000,DIXIE TOGA PN,2011-07-21
EALT3,13.05,5.11,1.13,0.551,0.0354,0.495,13.88,4.56,-3.62,6.24,4.6,0.1209,0.10769999999999999,0.11699999999999999,0.2212,1.09,140911.0,259603000.0,0.47,0.21309999999999998,Máquinas e Equipamentos,293625000,ELECTRO AÇO ALTONA S/A ON,2024-08-21
EALT4,13.25,5.19,1.15,0.559,0.0383,0.502,14.1,4.63,-3.67,6.31,4.65,0.1209,0.10769999999999999,0.11699999999999999,0.2212,1.09,568695.0,259603000.0,0.47,0.21309999999999998,Máquinas e Equipamentos,298125000,ELECTRO AÇO ALTONA S/A PN,2024-08-21
EBCO3,1.05,12.03,0.84,0.346,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996,,697963000,EMBRACO ON,2006-06-13
EBCO4,1.0,11.46,0.8,0.33,0.0,0.351,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996,,664727000,EMBRACO PN,2006-06-14
EBEN4,17.51,1.21,0.52,0.111,0.0,0.081,-1.08,0.54,-0.16,3.21,2.74,0.2072,0.0919,0.19030000000000002,0.42950000000000005,0.81,0.0,1320300000.0,3.48,0.0776,Energia Elétrica,684496000,BANDEIRANTE PN,2005-06-16
EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221,,12572200000,EMBRATEL PARTICIPAÇÕES SA ON,2015-01-15
EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221,,12313600000,EMBRATEL PARTICIPAÇÕES SA PN,2015-01-20
ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466,,0,ECISA ON,2005-03-28
ECIS4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466,,0,ECISA PN,2004-10-26
ECOR3,7.66,6.38,1.65,0.546,0.0363,0.192,5.24,1.56,-0.28,5.88,4.7,0.34909999999999997,0.08900000000000001,0.1502,0.2583,1.23,27317600.0,3237420000.0,5.99,0.2625,Transporte,5333920000,ECORODOVIAS ON NM,2024-08-21
ECPR3,90.25,-9.87,1.21,0.0,0.0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0,"Tecidos, Vestuário e Calçados",171475000,ENCORPAR ON,2022-03-04
